source_record_id,article_feature_match_method,article_feature_match_conflict,article_feature_source,competing_orders,gap_symmetry,pairing_mechanism,dopant_defect,article_feature_any_available
sc_atlas:11149,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11150,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11151,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""formation of a covalent P-P bond"",""structural phase transition""]",,,,1
sc_atlas:11152,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Fe deficiency""]",1
sc_atlas:11154,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Pt""]",1
sc_atlas:11157,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11155,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11156,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11162,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11163,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11164,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11165,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,,1
sc_atlas:11170,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11169,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11168,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11167,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11172,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:11171,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:11174,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""E_{2u}"",""E_{1u}""]",,,1
sc_atlas:11173,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""E_{2u}"",""E_{1u}""]",,,1
sc_atlas:11175,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11187,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,s-wave,magnetic quantum fluctuations,,1
sc_atlas:11188,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,s-wave,magnetic quantum fluctuations,,1
sc_atlas:11190,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11193,doi_exact,,all_11200_article_features.xlsx:文章主表,,,strong electron-phonon coupling,,1
sc_atlas:11194,doi_exact,,all_11200_article_features.xlsx:文章主表,,,strong electron-phonon coupling,,1
sc_atlas:11191,doi_exact,,all_11200_article_features.xlsx:文章主表,,,strong electron-phonon coupling,,1
sc_atlas:11192,doi_exact,,all_11200_article_features.xlsx:文章主表,,,strong electron-phonon coupling,,1
sc_atlas:11196,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11195,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11200,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11198,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11199,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11197,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11201,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""isotropic s-wave"",""anisotropic extended s-wave""]",,,1
sc_atlas:11212,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11217,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11216,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11224,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""orbital fluctuations""]","[""H""]",1
sc_atlas:11221,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""orbital fluctuations""]","[""H""]",1
sc_atlas:11220,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""orbital fluctuations""]","[""H""]",1
sc_atlas:11219,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""orbital fluctuations""]","[""H""]",1
sc_atlas:11223,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""orbital fluctuations""]","[""H""]",1
sc_atlas:11222,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""orbital fluctuations""]","[""H""]",1
sc_atlas:11228,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11230,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11226,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11231,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11232,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11227,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11229,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm""]",1
sc_atlas:11240,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11239,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11238,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11237,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11245,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11243,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11242,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11241,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11236,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11235,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11234,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11244,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density-wave,,,"[""Bi""]",1
sc_atlas:11247,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""N₂""]",1
sc_atlas:11246,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""N₂""]",1
sc_atlas:11250,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11249,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11251,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11253,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11252,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11266,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11264,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11265,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11262,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11263,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11260,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11261,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11258,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11259,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11257,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11256,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11255,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11254,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sm"",""oxygen content""]",1
sc_atlas:11268,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetism,,,"[""deuterium""]",1
sc_atlas:11267,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetism,,,"[""deuterium""]",1
sc_atlas:11271,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""d-wave"",""p-wave""]",,,1
sc_atlas:11274,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""charge density wave"",""spin density wave""]",,,"[""Te""]",1
sc_atlas:11273,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""charge density wave"",""spin density wave""]",,,"[""Te""]",1
sc_atlas:11275,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11278,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Pb""]",1
sc_atlas:11277,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Pb""]",1
sc_atlas:11276,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Pb""]",1
sc_atlas:11301,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11302,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11303,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11304,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11305,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11306,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11307,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11308,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11297,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11298,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11299,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11300,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""nano metal oxides (Mn₃O₄, Co₃O₄, Cr₂O₃, CuO, SnO₂)""]",1
sc_atlas:11311,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""spin/orbital fluctuations""]",,1
sc_atlas:11309,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""spin/orbital fluctuations""]",,1
sc_atlas:11310,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""spin fluctuations"",""spin/orbital fluctuations""]",,1
sc_atlas:11313,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11314,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon interaction,,1
sc_atlas:11320,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11322,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:11321,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:11325,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Cr""]",1
sc_atlas:11326,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Cr""]",1
sc_atlas:11327,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Cr""]",1
sc_atlas:11328,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11332,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""carbon""]",1
sc_atlas:11334,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""carbon""]",1
sc_atlas:11333,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""carbon""]",1
sc_atlas:11331,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""carbon""]",1
sc_atlas:11330,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""carbon""]",1
sc_atlas:11338,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""electron-electron correlations"",""electron-phonon coupling""]",,1
sc_atlas:11339,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""electron-electron correlations"",""electron-phonon coupling""]",,1
sc_atlas:11336,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""electron-electron correlations"",""electron-phonon coupling""]",,1
sc_atlas:11335,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""electron-electron correlations"",""electron-phonon coupling""]",,1
sc_atlas:769,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen""]",1
sc_atlas:770,doi_exact,,all_11200_article_features.xlsx:文章主表,spin fluctuation,line-nodal superconducting gap,spin fluctuation,"[""interstitial Fe""]",1
sc_atlas:11343,doi_exact,,all_11200_article_features.xlsx:文章主表,charge ordered state,s_{\pm},dressed spin fluctuations,,1
sc_atlas:11345,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Ni""]",1
sc_atlas:11344,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Ni""]",1
sc_atlas:11346,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:11349,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""C4-magnetic phase"",""charge order""]",s++-wave,spin fluctuation,"[""K""]",1
sc_atlas:11348,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""C4-magnetic phase"",""charge order""]",s++-wave,spin fluctuation,"[""K""]",1
sc_atlas:11350,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""C4-magnetic phase"",""charge order""]",s++-wave,spin fluctuation,"[""K""]",1
sc_atlas:11351,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""s wave"",""p-wave""]",electron-phonon coupling,"[""In""]",1
sc_atlas:11354,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,,,1
sc_atlas:11355,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,,,1
sc_atlas:11356,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,,,,1
sc_atlas:11357,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11360,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:11358,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:11365,doi_exact,,all_11200_article_features.xlsx:文章主表,spin-density-wave (SDW) ordering,d-wave,spin-density-wave (SDW) fluctuation,,1
sc_atlas:11364,doi_exact,,all_11200_article_features.xlsx:文章主表,spin-density-wave (SDW) ordering,d-wave,spin-density-wave (SDW) fluctuation,,1
sc_atlas:11363,doi_exact,,all_11200_article_features.xlsx:文章主表,spin-density-wave (SDW) ordering,d-wave,spin-density-wave (SDW) fluctuation,,1
sc_atlas:11368,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,s-wave,,,1
sc_atlas:11366,doi_exact,,all_11200_article_features.xlsx:文章主表,charge density wave,s-wave,,,1
sc_atlas:11369,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:3734,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""charge density wave"",""magnetic ordering""]",,,"[""F"",""Mn""]",1
sc_atlas:11372,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic phase,,,"[""La""]",1
sc_atlas:11371,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic phase,,,"[""La""]",1
sc_atlas:11373,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:37929,doi_exact,,all_11200_article_features.xlsx:文章主表,,sign-changing s-wave,"[""electron-phonon coupling"",""strong electron correlation""]",,1
sc_atlas:11375,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""metallic phase"",""insulating phase""]",,,,1
sc_atlas:11374,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""metallic phase"",""insulating phase""]",,,,1
sc_atlas:11377,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,"[""negative-U induced pairing"",""charge Kondo pairing""]","[""Tl""]",1
sc_atlas:11381,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,"[""Co""]",1
sc_atlas:11383,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,s-wave-like,spin fluctuation,"[""Te""]",1
sc_atlas:11382,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,s-wave-like,spin fluctuation,"[""Te""]",1
sc_atlas:11384,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11385,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""potassium"",""oxygen deficiency""]",1
sc_atlas:11386,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""potassium"",""oxygen deficiency""]",1
sc_atlas:26146,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""S"",""H⁺""]",1
sc_atlas:26145,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""S"",""H⁺""]",1
sc_atlas:26149,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""S"",""H⁺""]",1
sc_atlas:26147,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""S"",""H⁺""]",1
sc_atlas:26144,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""S"",""H⁺""]",1
sc_atlas:11387,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density wave,s-wave,,"[""Cu""]",1
sc_atlas:11388,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density wave,s-wave,,"[""Cu""]",1
sc_atlas:11390,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""boron""]",1
sc_atlas:11389,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""boron""]",1
sc_atlas:11391,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""boron""]",1
sc_atlas:11392,doi_exact,,all_11200_article_features.xlsx:文章主表,spin-density wave,"[""A_{1g}"",""s_{\\pm}""]",spin-fluctuation-mediated pairing mechanism,"[""Co""]",1
sc_atlas:11402,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen vacancy""]",1
sc_atlas:11401,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen vacancy""]",1
sc_atlas:11403,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen vacancy""]",1
sc_atlas:11399,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen vacancy""]",1
sc_atlas:11400,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""oxygen vacancy""]",1
sc_atlas:11409,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11410,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11420,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11418,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11422,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11421,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11423,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11426,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:11424,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:11429,doi_exact,,all_11200_article_features.xlsx:文章主表,,chiral p-wave,ferromagnetic spin fluctuations,,1
sc_atlas:11430,doi_exact,,all_11200_article_features.xlsx:文章主表,,chiral p-wave,ferromagnetic spin fluctuations,,1
sc_atlas:11433,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11435,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Cu""]",1
sc_atlas:11434,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Cu""]",1
sc_atlas:11437,doi_exact,,all_11200_article_features.xlsx:文章主表,,non-s-wave,,,1
sc_atlas:11438,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""valence fluctuations"",""spin fluctuations""]",,1
sc_atlas:11439,doi_exact,,all_11200_article_features.xlsx:文章主表,,,"[""valence fluctuations"",""spin fluctuations""]",,1
sc_atlas:11442,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""Ba""]",1
sc_atlas:11441,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,"[""Ba""]",1
sc_atlas:11444,doi_exact,,all_11200_article_features.xlsx:文章主表,charge-density wave,,electron-phonon coupling,,1
sc_atlas:11453,doi_exact,,all_11200_article_features.xlsx:文章主表,,d-wave,antiferromagnetic fluctuations,,1
sc_atlas:11454,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11455,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11457,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11456,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11460,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11462,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11458,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11461,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11459,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11471,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,,1
sc_atlas:11469,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,,1
sc_atlas:11470,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,electron-phonon coupling,,1
sc_atlas:11477,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""singlet pairing"",""triplet pairing""]",,,1
sc_atlas:11478,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""singlet pairing"",""triplet pairing""]",,,1
sc_atlas:11476,doi_exact,,all_11200_article_features.xlsx:文章主表,,"[""singlet pairing"",""triplet pairing""]",,,1
sc_atlas:11479,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30113,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:30114,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:30115,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""F""]",1
sc_atlas:11480,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,"[""Sr""]",1
sc_atlas:11482,doi_exact,,all_11200_article_features.xlsx:文章主表,,s-wave,,,1
sc_atlas:11483,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11487,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11485,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11486,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11484,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11488,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11489,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11490,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11491,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:30474,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:30471,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:30473,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:30472,doi_exact,,all_11200_article_features.xlsx:文章主表,,,electron-phonon coupling,,1
sc_atlas:11493,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11500,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11501,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""nematic order""]","[""s-wave"",""s±-wave"",""d-wave""]","[""spin fluctuations"",""magnetic fluctuations""]","[""S""]",1
sc_atlas:11503,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""nematic order""]","[""s-wave"",""s±-wave"",""d-wave""]","[""spin fluctuations"",""magnetic fluctuations""]","[""S""]",1
sc_atlas:11502,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""nematic order""]","[""s-wave"",""s±-wave"",""d-wave""]","[""spin fluctuations"",""magnetic fluctuations""]","[""S""]",1
sc_atlas:11504,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11505,doi_exact,,all_11200_article_features.xlsx:文章主表,,,,,0
sc_atlas:11508,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""spin density wave"",""charge density wave"",""loop current"",""charge ordered state"",""stripe formation""]",d-wave,,"[""Sr""]",1
sc_atlas:11507,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""spin density wave"",""charge density wave"",""loop current"",""charge ordered state"",""stripe formation""]",d-wave,,"[""Sr""]",1
sc_atlas:11506,doi_exact,,all_11200_article_features.xlsx:文章主表,"[""spin density wave"",""charge density wave"",""loop current"",""charge ordered state"",""stripe formation""]",d-wave,,"[""Sr""]",1
sc_atlas:11509,doi_exact,,all_11200_article_features.xlsx:文章主表,,,spin fluctuation,"[""Cs and NH₃""]",1
sc_atlas:11511,doi_exact,,all_11200_article_features.xlsx:文章主表,,,spin fluctuation,"[""Cs and NH₃""]",1
sc_atlas:11510,doi_exact,,all_11200_article_features.xlsx:文章主表,,,spin fluctuation,"[""Cs and NH₃""]",1
sc_atlas:11514,doi_exact,,all_11200_article_features.xlsx:文章主表,antiferromagnetic order,"[""E_{2u}"",""E_{1u}""]",,,1
